Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1236975,"Antigen processing-Cross presentation",23,168,0.015307517084282461,7.909206271916602E-4,0.0015818412543833205,7,22,0.0020698090130774295,9606,Homo sapiens,"O15111;P28066;P28065;P12314;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","O15111;P28066;P28065;P12314;P28062;P28074;Q99460;P28072;P28070;Q06187;Q99436;O14818;P20618;P25789;P25788;P49721;P40306;P49720;O14920;P60900;Q13200;P25787;P25786","R-HSA-8863895;R-HSA-1236935;R-HSA-1236970;R-HSA-1236939;R-HSA-1236955;R-HSA-1236940;R-HSA-1236941"
R-HSA-1660499,"Synthesis of PIPs at the plasma membrane",11,53,0.004829157175398633,8.253189301131725E-4,0.001650637860226345,9,33,0.0031047135196161446,9606,Homo sapiens,"Q99755;Q8TBX8;O00329;O75747;O60331;P78356;O00750;P51813;P48736;P42338;P42336","Q99755;Q8TBX8;O00329;O75747;O60331;P78356;O00750;P51813;P48736;P42338;P42336","R-HSA-1676109;R-HSA-1675773;R-HSA-1676145;R-HSA-1676048;R-HSA-1675776;R-HSA-8871373;R-HSA-1676082;R-HSA-1675810;R-HSA-1676134"
R-HSA-6804758,"Regulation of TP53 Activity through Acetylation",8,30,0.002733485193621868,8.79475770853011E-4,0.001758951541706022,6,14,0.0013171511901401826,9606,Homo sapiens,"P52564;Q8TBX8;Q92769;Q9Y243;Q13547;P78356;P31749;P31751","P52564;Q8TBX8;Q92769;Q9Y243;Q13547;P78356;P31749;P31751","R-HSA-6805620;R-HSA-6811522;R-HSA-6805650;R-HSA-8877692;R-HSA-8877691;R-HSA-6805640"
R-HSA-193639,"p75NTR signals via NF-kB",6,17,0.0015489749430523919,9.465768564472787E-4,0.0018931537128945575,12,13,0.0012230689622730266,9606,Homo sapiens,"O43353;P51617;P19838;O14920;P41743","O43353;P51617-1;P51617;P19838;O14920;P41743","R-HSA-193665;R-HSA-193686;R-HSA-193703;R-HSA-193684;R-HSA-193691;R-HSA-193656;R-HSA-193641;R-HSA-193705;R-HSA-193694;R-HSA-193647;R-HSA-209566;R-HSA-193695"
R-HSA-1236394,"Signaling by ERBB4",10,46,0.0041913439635535305,9.961553039645743E-4,0.0019923106079291486,38,38,0.003575124658951924,9606,Homo sapiens,"Q15303;P62993;P21860;P00533;P03372;O75376;P06401;P42336","Q15303-2;Q15303-3;Q15303-1;P62993-1;P21860-1;P00533;P03372;O75376;P06401;P42336","R-HSA-1254291;R-HSA-8954185;R-HSA-1254290;R-HSA-8954179;R-HSA-1251992;R-HSA-1253343;R-HSA-1251997;R-HSA-8954182;R-HSA-1977296;R-HSA-1250370;R-HSA-1253319;R-HSA-1250372;R-HSA-8954207;R-HSA-1250315;R-HSA-1253321;R-HSA-1973956;R-HSA-1250383;R-HSA-1253325;R-HSA-1254285;R-HSA-8954199;R-HSA-1250380;R-HSA-1254386;R-HSA-1250353;R-HSA-1250357;R-HSA-1253300;R-HSA-8954208;R-HSA-1254392;R-HSA-1253282;R-HSA-1977958;R-HSA-1254251;R-HSA-8954224;R-HSA-1977959;R-HSA-1254376;R-HSA-1254248;R-HSA-1236398;R-HSA-1252013;R-HSA-1250220;R-HSA-1250348"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",8,31,0.0028246013667425967,0.0010815532710374276,0.002163106542074855,9,14,0.0013171511901401826,9606,Homo sapiens,"P15056;P62993;Q9BUB5;P28482;P27361;P05230;P12931;P22455","P15056;Q9BUB5;P62993-1;P28482;P12931-1;P27361;P05230;P22455","R-HSA-5654566;R-HSA-1295634;R-HSA-934559;R-HSA-1295604;R-HSA-5654734;R-HSA-1295609;R-HSA-5654684;R-HSA-1549564;R-HSA-1295613"
R-HSA-5689880,"Ub-specific processing proteases",26,205,0.01867881548974943,0.0011099730467365454,0.002219946093473091,9,40,0.0037632891146862357,9606,Homo sapiens,"P28066;Q9H2K2;P28065;P28062;P10275;O43318;P20618;P25789;P25788;P40306;Q13200;P25787;P25786;P06746;Q13546;P36897;P28074;Q99460;P28072;P28070;Q99436;O14818;P49721;Q16665;P49720;P60900","P28066;Q9H2K2;P28065;P28062;P10275;O43318;P20618;P25789;P25788;P40306;Q13200;P25787;P25786;P06746;Q13546;P36897;P28074;Q99460;P28072;P28070;Q99436;O14818;P49721;Q16665;P49720;P60900","R-HSA-5696534;R-HSA-6781797;R-HSA-6781764;R-HSA-5696627;R-HSA-5689539;R-HSA-5696947;R-HSA-5690159;R-HSA-5696605;R-HSA-3640872"
R-HSA-6785807,"Interleukin-4 and 13 signaling",17,111,0.01011389521640091,0.0011555993817544685,0.002311198763508937,26,46,0.004327782481889171,9606,Homo sapiens,"P52333;P11309;P24385;P07900;P29597;P10415;P31749;P35354;P31785;P15692;O60674;P08253;P23458;P05231;P08254;Q16665;P01375","P52333;P11309;P24385;P07900;P29597;P10415;P31749;P35354;P31785;P15692;O60674;P08253;P23458;P05231;P08254;Q16665;P01375","R-HSA-6788582;R-HSA-6785762;R-HSA-6786095;R-HSA-6789615;R-HSA-6786092;R-HSA-6785898;R-HSA-6786101;R-HSA-6786096;R-HSA-6786110;R-HSA-6786118;R-HSA-6786050;R-HSA-6786114;R-HSA-6790029;R-HSA-6789325;R-HSA-6786124;R-HSA-6786058;R-HSA-6790025;R-HSA-6786070;R-HSA-451895;R-HSA-6788628;R-HSA-6790036;R-HSA-6789524;R-HSA-6785821;R-HSA-6788571;R-HSA-6790041;R-HSA-6786072"
R-HSA-157118,"Signaling by NOTCH",17,111,0.01011389521640091,0.0011555993817544685,0.002311198763508937,8,94,0.008843729419512654,9606,Homo sapiens,"P05412;P56524;P24385;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;P80370;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q16665;Q9UBN7","P05412;P56524;P24385;Q92769;Q969S8;Q13547;Q8WUI4;Q9BY41;P80370;O75376;Q9UQL6;Q96DB2;O15379;P49336;Q9UKV0;Q16665;Q9UBN7","R-HSA-1912396;R-HSA-1912393;R-HSA-4395227;R-HSA-1912388;R-HSA-1912391;R-HSA-1912401;R-HSA-1980130;R-HSA-1912416"
R-HSA-76009,"Platelet Aggregation (Plug Formation)",9,39,0.003553530751708428,0.0011706448070391007,0.0023412896140782014,21,27,0.002540220152413209,9606,Homo sapiens,"P43405;P05106;P62993;O15530;P41240;P00734;P31749;P12931;Q05397","P43405;P05106;P62993-1;O15530;P41240;P12931-1;P00734;P31749;Q05397","R-HSA-443910;R-HSA-354149;R-HSA-429415;R-HSA-354087;R-HSA-372705;R-HSA-432096;R-HSA-443905;R-HSA-429441;R-HSA-432110;R-HSA-377644;R-HSA-354124;R-HSA-377641;R-HSA-377640;R-HSA-377643;R-HSA-372693;R-HSA-354165;R-HSA-354066;R-HSA-354077;R-HSA-372697;R-HSA-354073;R-HSA-429529"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",5,12,0.0010933940774487472,0.0012182943261314083,0.0024365886522628166,9,17,0.0015993978737416502,9606,Homo sapiens,"P22102;P31939;Q06203;P20839;P12268","P22102;P31939;Q06203;P20839;P12268","R-HSA-73810;R-HSA-73794;R-HSA-73813;R-HSA-73797;R-HSA-111285;R-HSA-73815;R-HSA-73814;R-HSA-73798;R-HSA-111289"
R-HSA-74160,"Gene expression (Transcription)",117,1375,0.1252847380410023,0.0012248494136269938,0.0024496988272539877,185,706,0.06642205287421206,9606,Homo sapiens,"P07900;P00390;Q86Z02;P12931;P42345;Q04759;O60285;Q92731;P52564;O96017;P56524;Q8TBX8;Q15788;O15530;P48443;P27361;O75376;P13631;Q9H2X6;P01589;P00533;P60900;Q13131;Q16881;Q15831;P19793;P41235;O14727;Q00535;Q00534;P25789;P25788;P40306;Q9H4B4;P03372;P09874;P25787;P06401;O14965;P25786;P26358;Q16539;Q13547;P04626;Q99460;P54646;P68400;P06493;Q96GD4;P28702;Q14004;O75469;P50613;Q9NYY3;P10275;P10276;P61981;P15692;Q96RI1;P49336;Q13200;Q13285;P05412;Q92769;O43521;P19784;P10721;Q99436;P37231;P49721;P49841;P49720;O14757;Q8IW41;P24385;P50750;P28066;Q9Y243;Q15759;P28065;P28062;P31751;P51843;P20618;Q92630;P10826;P51451;P31749;P78356;P28074;P28072;P11474;P28070;P16410;P00519;O14818;P04150;P24941","P07900;P00390-2;Q86Z02;P12931;P42345;Q04759;O60285;Q92731;P52564;O96017;P56524;Q8TBX8;Q15788;O15530;P48443;P27361;O75376;P13631;Q9H2X6;P01589;P00533;P60900;Q13131;Q16881;Q15831;P19793;P04150-1;P04150-2;P04150-3;P04150-4;P41235;O14727;Q00535;Q00534;P25789;P25788;P40306;Q9H4B4;P03372;P09874;P25787;P06401;O14965;P25786;P26358;Q16539;Q13547;P04626;Q99460;P54646;P04150-5;P04150-6;P04150-7;P04150-8;P04150-9;P68400;P06493;Q96GD4;P28702;Q14004;P50613;Q9NYY3;P10275;P10276;P61981;P15692;P49336;Q13200;Q13285;P05412;Q92769;O43521;P06401-2;P19784;P10721;Q99436;P37231;P49721;P49841;P49720;O14757;Q8IW41;P24385;P50750;P28066;Q9Y243;Q15759;P28065;P28062;O75469-5;O75469-6;O75469-3;O75469-4;P31751;O75469-7;O75469-1;O75469-2;P20618;Q92630;Q96RI1-2;Q96RI1-1;Q96RI1-4;Q96RI1-3;P10826;P51451;P51843-2;P31749;P78356;P28074;P28072;P11474;P28070;P16410;P00519;O14818;P24941;P51843-1","R-HSA-112385;R-HSA-8936584;R-HSA-8937097;R-HSA-113411;R-HSA-71682;R-HSA-113413;R-HSA-113412;R-HSA-8931981;R-HSA-113414;R-HSA-6805103;R-HSA-112392;R-HSA-112395;R-HSA-73739;R-HSA-77069;R-HSA-8864395;R-HSA-112396;R-HSA-77068;R-HSA-433672;R-HSA-77071;R-HSA-5601883;R-HSA-77073;R-HSA-8956568;R-HSA-8937113;R-HSA-8937369;R-HSA-6805109;R-HSA-6805620;R-HSA-113429;R-HSA-8937118;R-HSA-113430;R-HSA-6810238;R-HSA-8951443;R-HSA-6810235;R-HSA-187934;R-HSA-2187325;R-HSA-6810234;R-HSA-6806394;R-HSA-6810233;R-HSA-8936599;R-HSA-73758;R-HSA-6799431;R-HSA-8952232;R-HSA-76576;R-HSA-6805061;R-HSA-6791235;R-HSA-6805059;R-HSA-8938158;R-HSA-8936608;R-HSA-73769;R-HSA-212269;R-HSA-112430;R-HSA-8864936;R-HSA-6814549;R-HSA-69685;R-HSA-3222020;R-HSA-380979;R-HSA-6814559;R-HSA-6814555;R-HSA-8936628;R-HSA-8932020;R-HSA-6814554;R-HSA-8864698;R-HSA-8932021;R-HSA-6797606;R-HSA-6798374;R-HSA-6805285;R-HSA-6798373;R-HSA-6798372;R-HSA-109639;R-HSA-8932033;R-HSA-6797100;R-HSA-75850;R-HSA-6805035;R-HSA-6804266;R-HSA-8932037;R-HSA-2186607;R-HSA-427336;R-HSA-75856;R-HSA-75861;R-HSA-8864466;R-HSA-6799409;R-HSA-6797616;R-HSA-8956639;R-HSA-3239014;R-HSA-75862;R-HSA-75864;R-HSA-8937682;R-HSA-75866;R-HSA-75869;R-HSA-427366;R-HSA-75873;R-HSA-8878054;R-HSA-8938987;R-HSA-2187330;R-HSA-8932076;R-HSA-6801666;R-HSA-8878050;R-HSA-376419;R-HSA-6801675;R-HSA-8932070;R-HSA-75891;R-HSA-8952058;R-HSA-8952062;R-HSA-6802973;R-HSA-8956659;R-HSA-6805276;R-HSA-8932084;R-HSA-6795290;R-HSA-6805785;R-HSA-6801637;R-HSA-212352;R-HSA-8937728;R-HSA-5632732;R-HSA-427404;R-HSA-8937989;R-HSA-8952069;R-HSA-5631941;R-HSA-8936989;R-HSA-427409;R-HSA-1989766;R-HSA-6802170;R-HSA-212380;R-HSA-111264;R-HSA-3215251;R-HSA-8874797;R-HSA-8936995;R-HSA-173481;R-HSA-75949;R-HSA-5227490;R-HSA-8865320;R-HSA-73646;R-HSA-6795473;R-HSA-8937022;R-HSA-5632738;R-HSA-6805470;R-HSA-8935730;R-HSA-8935731;R-HSA-69562;R-HSA-8935732;R-HSA-2032800;R-HSA-5334160;R-HSA-6814885;R-HSA-198599;R-HSA-6803875;R-HSA-3222006;R-HSA-8937807;R-HSA-8937792;R-HSA-8952408;R-HSA-198609;R-HSA-212432;R-HSA-5250947;R-HSA-8877396;R-HSA-6791348;R-HSA-2186741;R-HSA-5334151;R-HSA-8957265;R-HSA-6793661;R-HSA-2186747;R-HSA-73946;R-HSA-8937814;R-HSA-6805126;R-HSA-6805122;R-HSA-6811522;R-HSA-6799246;R-HSA-8877421;R-HSA-74986;R-HSA-6806412;R-HSA-8938853;R-HSA-6805640;R-HSA-74993;R-HSA-74992;R-HSA-74994;R-HSA-6805650;R-HSA-6797712;R-HSA-349426;R-HSA-2176475;R-HSA-112379;R-HSA-380927;R-HSA-2106586;R-HSA-8877692;R-HSA-73722;R-HSA-8938867;R-HSA-8877691;R-HSA-112381;R-HSA-212222;R-HSA-112383"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",6,18,0.0016400911161731208,0.0012639905137176166,0.0025279810274352332,4,4,3.7632891146862355E-4,9606,Homo sapiens,"Q15303;P62993;P04626;P00533","Q15303-2;Q15303-3;Q15303-1;P62993-1;P04626;P00533","R-HSA-1250498;R-HSA-1306969;R-HSA-1250488;R-HSA-1306972"
R-HSA-6785631,"ERBB2 Regulates Cell Motility",6,18,0.0016400911161731208,0.0012639905137176166,0.0025279810274352332,2,2,1.8816445573431178E-4,9606,Homo sapiens,"Q15303;P04626;P21860;P00533","Q15303-2;Q15303-3;Q15303-1;P04626;P21860-1;P00533","R-HSA-6785636;R-HSA-6785648"
R-HSA-6802957,"Oncogenic MAPK signaling",13,74,0.006742596810933941,0.0013122016881988996,0.002624403376397799,32,34,0.0031987957474833005,9606,Homo sapiens,"P04049;P36507;P05106;O43521;P28482;P27361;Q02750;P12931;P15056;O60674;P41240;P27448;Q16584","P04049;P36507;P05106;O43521;P28482;P27361;Q02750;P15056;O60674;P41240;P12931-1;P27448;Q16584","R-HSA-6802919;R-HSA-6802918;R-HSA-6802916;R-HSA-6802915;R-HSA-6802914;R-HSA-6803234;R-HSA-6803233;R-HSA-6802912;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-8936731;R-HSA-6802932;R-HSA-6802930;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802938;R-HSA-6802937;R-HSA-8936676;R-HSA-6802911;R-HSA-6803230;R-HSA-6802910;R-HSA-6802908;R-HSA-6803227"
R-HSA-211897,"Cytochrome P450 - arranged by substrate type",12,65,0.00592255125284738,0.0013177911212337579,0.0026355822424675157,29,62,0.005833098127763665,9606,Homo sapiens,"Q15788;P35869;P20815;P05093;P10635;P20813;P08684;P11511;P19099;P15538;P19793;Q96RI1","Q15788;P35869;P20815;P05093;P10635;P20813;P08684;P11511;P19099;P15538;P19793;Q96RI1","R-HSA-76416;R-HSA-192065;R-HSA-211968;R-HSA-76354;R-HSA-211910;R-HSA-193995;R-HSA-211983;R-HSA-193997;R-HSA-76434;R-HSA-211991;R-HSA-211988;R-HSA-211929;R-HSA-194017;R-HSA-212005;R-HSA-193060;R-HSA-211882;R-HSA-76456;R-HSA-211881;R-HSA-76397;R-HSA-211951;R-HSA-143468;R-HSA-193068;R-HSA-211948;R-HSA-193965;R-HSA-192051;R-HSA-213175;R-HSA-76472;R-HSA-76475;R-HSA-211966"
R-HSA-376176,"Signaling by Robo receptor",8,32,0.002915717539863326,0.0013190954697259727,0.0026381909394519454,5,18,0.001693480101608806,9606,Homo sapiens,"O75914;P00519;Q9P286;Q9NQU5;P42684;Q13177;O96013;Q13153","O75914;P00519;Q9P286;Q9NQU5;P42684;Q13177;O96013;Q13153","R-HSA-428885;R-HSA-428883;R-HSA-428531;R-HSA-376141;R-HSA-428888"
R-HSA-380320,"Recruitment of NuMA to mitotic centrosomes",15,93,0.008473804100227791,0.0013429914485316718,0.0026859828970633437,2,2,1.8816445573431178E-4,9606,Homo sapiens,"P07437;P07900;P49674;P53350;P51955;Q13509;O00444;P17612;Q9H4B7;P61981;P68366;P23258;P06493;Q71U36;P48730","P07437;P07900;P49674;P53350;P51955;Q13509;O00444;P17612;Q9H4B7;P61981;P68366;P23258;P06493;Q71U36;P48730","R-HSA-380316;R-HSA-380508"
R-HSA-372790,"Signaling by GPCR",115,1354,0.12337129840546697,0.0014433925212199439,0.0028867850424398878,96,336,0.03161162856336438,9606,Homo sapiens,"P34969;P36507;Q15418;P12931;P21802;P62993;Q04759;P22694;Q99527;P22455;P28335;Q15303;O15530;P0DMS8;P27361;P16234;Q15391;P41240;P01589;P00533;P60900;P42338;P42336;P52333;O00329;P30989;Q05397;P41597;P41595;Q00535;P17252;P06241;P21860;P25789;P25788;P40306;P21462;P27448;P25787;P25786;P04626;O75116;P51812;Q02156;Q99460;P14784;P31785;O60674;Q05655;P22607;Q13555;Q13554;P28482;P07949;Q13557;P30968;P25090;Q9H244;P15056;Q15465;Q13200;Q13164;Q15349;P04049;P09619;P51679;P10721;Q9UQM7;Q99436;P61073;Q02763;P00734;Q02643;P24723;P49721;Q16566;P49720;P08254;Q99835;P05106;P28223;P28066;Q9Y243;P28065;P29275;P28062;P31751;P08581;P20618;P25106;P05230;Q13464;P47898;P31749;P28074;P50406;Q02750;P28072;P08908;P28070;P17612;P11362;P22888;O14818;P23458;P24387;P48736;Q16584","P34969;P36507;Q15418;Q04759;P62993-1;P22694;Q99527;P22455;Q15303-2;P28335;Q15303-3;Q15303-1;P22607-2;O15530;P22607-1;P0DMS8;P27361;P21802-5;P21802-3;P16234;P21802-1;Q15391;P41240;P01589;P00533;P60900;P42338;P42336;P52333;O00329;P30989;Q05397;P21802-18;P41597;P11362-19;P41595;Q00535;P17252;P11362-1;P06241;P25789;P25788;P40306;P21462;P27448;P25787;P25786;P04626;O75116;P51812;Q02156;Q99460;P14784;P31785;O60674;Q05655;Q13555;Q13554;P28482;P07949;Q13557;P30968;P25090;Q9H244;P15056;P12931-1;Q15465;Q13200;Q13164;Q15349;P04049;P09619;P51679;P10721;Q9UQM7;Q99436;P61073;Q02763;P00734;Q02643;P24723;P49721;Q16566;P49720;P08254;Q99835;P05106;P28223;P28066;Q9Y243;P21860-1;P28065;P29275;P28062;P31751;P08581;P20618;P25106;P05230;Q13464;P47898;P31749;P28074;P50406;Q02750;P28072;P08908;P28070;P17612;P22888;O14818;P23458;P24387;P48736;Q16584","R-HSA-425861;R-HSA-749448;R-HSA-749454;R-HSA-8937613;R-HSA-177284;R-HSA-749452;R-HSA-400015;R-HSA-8862733;R-HSA-198284;R-HSA-5675206;R-HSA-390929;R-HSA-420243;R-HSA-390931;R-HSA-390930;R-HSA-2179387;R-HSA-111898;R-HSA-112282;R-HSA-749456;R-HSA-5672950;R-HSA-5672951;R-HSA-379044;R-HSA-388900;R-HSA-5672948;R-HSA-417829;R-HSA-8982703;R-HSA-5675376;R-HSA-8951727;R-HSA-5674366;R-HSA-5672958;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-5672957;R-HSA-5672954;R-HSA-380073;R-HSA-379048;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-374207;R-HSA-5675373;R-HSA-8982709;R-HSA-744887;R-HSA-744886;R-HSA-373061;R-HSA-5674132;R-HSA-5672980;R-HSA-445124;R-HSA-374214;R-HSA-5674130;R-HSA-5672978;R-HSA-417858;R-HSA-5674387;R-HSA-5674385;R-HSA-391372;R-HSA-5674140;R-HSA-751040;R-HSA-180047;R-HSA-5675417;R-HSA-5672966;R-HSA-389463;R-HSA-5672965;R-HSA-5674373;R-HSA-199895;R-HSA-373073;R-HSA-391377;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-198746;R-HSA-5672972;R-HSA-5672973;R-HSA-418904;R-HSA-5672969;R-HSA-111966;R-HSA-416358;R-HSA-392295;R-HSA-111970;R-HSA-5675198;R-HSA-5658430;R-HSA-392300;R-HSA-444527;R-HSA-180073;R-HSA-418925;R-HSA-2179402;R-HSA-5675194;R-HSA-391913;R-HSA-2179407;R-HSA-419049;R-HSA-114542;R-HSA-5675431;R-HSA-2179413;R-HSA-5674019;R-HSA-2179415;R-HSA-177275;R-HSA-5675433"
R-HSA-1839124,"FGFR1 mutant receptor activation",8,33,0.0030068337129840546,0.0015963631753463936,0.003192726350692787,24,25,0.0023520556966788973,9606,Homo sapiens,"P11362;P11274;P62993;P51692;P05230;P42336","P11362;P11274;P11362-19;P62993-1;P51692;P11362-1;P05230;P42336","R-HSA-2023455;R-HSA-1839102;R-HSA-1839039;R-HSA-2023451;R-HSA-1839065;R-HSA-5654544;R-HSA-5654545;R-HSA-1839067;R-HSA-8853325;R-HSA-1839031;R-HSA-1839095;R-HSA-1982066;R-HSA-8853322;R-HSA-1839091;R-HSA-1982065;R-HSA-1839080;R-HSA-1839112;R-HSA-1839114;R-HSA-2023462;R-HSA-2023460;R-HSA-1839110;R-HSA-1839078;R-HSA-2023456;R-HSA-1839107"
R-HSA-5654695,"PI-3K cascade:FGFR2",7,26,0.0023690205011389523,0.0017238962113121925,0.003447792422624385,7,7,6.585755950700913E-4,9606,Homo sapiens,"P21802;P62993;P05230;P42336","P21802-18;P21802-1;P62993-1;P05230;P21802-5;P42336;P21802-3","R-HSA-5654614;R-HSA-5654612;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-5654701;R-HSA-5654697"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",5,13,0.0011845102505694761,0.001725043702675233,0.003450087405350466,4,4,3.7632891146862355E-4,9606,Homo sapiens,"O96017;P61981;P30291;P06493;O14757","O96017;P61981;P30291;P06493;O14757","R-HSA-75809;R-HSA-170070;R-HSA-75028;R-HSA-75016"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",5,13,0.0011845102505694761,0.001725043702675233,0.003450087405350466,6,18,0.001693480101608806,9606,Homo sapiens,"P15692;P04626;P00533;P10721;P03372","P15692;P04626;P00533;P10721;P03372","R-HSA-8937369;R-HSA-8864466;R-HSA-8874797;R-HSA-8864395;R-HSA-8864698;R-HSA-8864936"
R-HSA-373752,"Netrin-1 signaling",10,50,0.004555808656036446,0.0018295730582842396,0.003659146116568479,16,37,0.003481042431084768,9606,Homo sapiens,"Q16539;Q04759;Q15759;O15264;P06241;P45983;P12931;P53778;Q13153;Q05397","Q16539;Q04759;Q15759;P12931-1;O15264;P06241;P45983;P53778;Q13153;Q05397","R-HSA-451366;R-HSA-418850;R-HSA-374701;R-HSA-418863;R-HSA-418858;R-HSA-418859;R-HSA-374664;R-HSA-418856;R-HSA-373716;R-HSA-418868;R-HSA-451347;R-HSA-418865;R-HSA-418874;R-HSA-373720;R-HSA-376123;R-HSA-418872"
R-HSA-5654743,"Signaling by FGFR4",9,42,0.0038268792710706152,0.0019282768599830913,0.0038565537199661826,35,41,0.0038573713425533915,9606,Homo sapiens,"P15056;P62993;Q9BUB5;P28482;P27361;P05230;P12931;P22455;P42336","P15056;Q9BUB5;P62993-1;P12931-1;P28482;P27361;P05230;P22455;P42336","R-HSA-5654422;R-HSA-1295634;R-HSA-5654423;R-HSA-5654418;R-HSA-5654163;R-HSA-177931;R-HSA-5654428;R-HSA-5654684;R-HSA-5654426;R-HSA-5654169;R-HSA-5654425;R-HSA-5654662;R-HSA-934559;R-HSA-5654151;R-HSA-5654663;R-HSA-5654658;R-HSA-5654659;R-HSA-5654734;R-HSA-5654669;R-HSA-5654667;R-HSA-5654664;R-HSA-1307955;R-HSA-1295604;R-HSA-1307963;R-HSA-5654655;R-HSA-1295609;R-HSA-5654717;R-HSA-5654653;R-HSA-1549564;R-HSA-5654714;R-HSA-5654651;R-HSA-1295613;R-HSA-5654566;R-HSA-190326;R-HSA-190265"
R-HSA-2565942,"Regulation of PLK1 Activity at G2/M Transition",14,87,0.007927107061503416,0.0019524733203569733,0.0039049466407139466,9,12,0.0011289867344058708,9606,Homo sapiens,"P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;O14965","P07437;P07900;P49674;P53350;P51955;O00444;P17612;P61981;P68366;P23258;P06493;Q71U36;P48730;O14965","R-HSA-3000319;R-HSA-3002798;R-HSA-4086410;R-HSA-3002811;R-HSA-2562526;R-HSA-2574845;R-HSA-3000327;R-HSA-3000310;R-HSA-2574840"
R-HSA-3700989,"Transcriptional Regulation by TP53",39,366,0.03334851936218679,0.0019561883422489768,0.0039123766844979535,58,258,0.02427321478972622,9606,Homo sapiens,"Q15831;Q8IW41;P50750;Q14004;P00390;Q9Y243;Q15759;P50613;Q86Z02;P31751;Q9NYY3;P42345;O14727;P61981;Q00535;O60285;Q92630;Q9H4B4;O14965;P52564;P05412;Q16539;O96017;Q8TBX8;Q92769;O15530;Q13547;P31749;P78356;P19784;Q9H2X6;P54646;P68400;P24941;P06493;Q96GD4;Q13131;O14757;Q16881","Q15831;Q8IW41;P50750;Q14004;P00390-2;Q9Y243;Q15759;P50613;Q86Z02;P31751;Q9NYY3;P42345;O14727;P61981;Q00535;O60285;Q92630;Q9H4B4;O14965;P52564;P05412;Q16539;O96017;Q8TBX8;Q92769;O15530;Q13547;P31749;P78356;P19784;Q9H2X6;P54646;P68400;P24941;P06493;Q96GD4;Q13131;O14757;Q16881","R-HSA-6801637;R-HSA-71682;R-HSA-6805103;R-HSA-5632732;R-HSA-5631941;R-HSA-6805109;R-HSA-6805620;R-HSA-187934;R-HSA-6802170;R-HSA-6806394;R-HSA-6799431;R-HSA-6805061;R-HSA-3215251;R-HSA-6791235;R-HSA-6805059;R-HSA-73646;R-HSA-69685;R-HSA-3222020;R-HSA-6795473;R-HSA-380979;R-HSA-5632738;R-HSA-6805470;R-HSA-69562;R-HSA-6797606;R-HSA-6798374;R-HSA-6805285;R-HSA-6798373;R-HSA-6798372;R-HSA-198599;R-HSA-6803875;R-HSA-3222006;R-HSA-6797100;R-HSA-6805035;R-HSA-6804266;R-HSA-198609;R-HSA-6791348;R-HSA-6799409;R-HSA-6797616;R-HSA-3239014;R-HSA-6793661;R-HSA-6805126;R-HSA-6805122;R-HSA-6811522;R-HSA-6801666;R-HSA-6799246;R-HSA-6806412;R-HSA-6801675;R-HSA-6805640;R-HSA-6805650;R-HSA-6797712;R-HSA-349426;R-HSA-6802973;R-HSA-380927;R-HSA-8877692;R-HSA-6805276;R-HSA-8877691;R-HSA-6795290;R-HSA-6805785"
R-HSA-194313,"VEGF ligand-receptor interactions",4,8,7.289293849658315E-4,0.00196069863636128,0.00392139727272256,4,4,3.7632891146862355E-4,9606,Homo sapiens,"P35968;P15692;P35916;P17948","P35968;P15692;P35916;P17948","R-HSA-195378;R-HSA-194310;R-HSA-194311;R-HSA-194308"
R-HSA-195399,"VEGF binds to VEGFR leading to receptor dimerization",4,8,7.289293849658315E-4,0.00196069863636128,0.00392139727272256,3,3,2.822466836014677E-4,9606,Homo sapiens,"P35968;P15692;P35916;P17948","P35968;P15692;P35916;P17948","R-HSA-194310;R-HSA-194311;R-HSA-194308"
