Drug	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 1.1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	17889528	IC50	=	 39	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1100	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 1.4	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25468044	IC50	=	 0.450000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 0.54	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	14684309	IC50	=	 1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	24588073	IC50	=	 1.000000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22698782	IC50	=	 1080	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25462282	IC50	=	 0.450000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22119130	IC50	=	 20	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 540	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	15711537	KD	=	 1.8	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	11459659	IC50	=	 23	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	19665377	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 520	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 1.4	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 570	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25409491	IC50	=	 76	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	16806916	IC50	=	 23	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	15975507	Ki	=	 0.40	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 1.1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	20166671	IC50	=	 1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 0.94	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 980	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 40	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	16516473	IC50	=	 54	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	24411123	IC50	=	 25	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	24731281	IC50	=	 20	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 0.52	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	17416531	Ki	=	5.5	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.570000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	21353546	IC50	=	 70	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	21334203	IC50	=	 1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	24411123	IC50	=	 1.000000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	20961149	IC50	=	 20	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22818848	IC50	=	 72	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	24607591	IC50	=	 0.100000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	23611691	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	25768701	IC50	=	 380	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	19969465	IC50	=	 21	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	20304535	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	23792318	IC50	=	 0.10	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.940000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	20550212	IC50	=	 20	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	17349580	KD	=	 53.5	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.520000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	17416531	IC50	=	 5.4	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18227510	KD	=	 35.3	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22101132	IC50	=	 1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	16516473	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 140	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	17981366	IC50	=	 20	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	16480284	IC50	=	 14.4	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	19239229	KD	=	 35.3	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.540000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	20056425	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	16480284	IC50	=	 3.1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	18183025	KD	=	 0.57	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	22037378	Kd	=	1	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	22037378	KD	=	 0.980000	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	23142066	IC50	=	 33	III
Gefitinib	EGFR	Protein	P00533	Homo sapiens	BindingDB	12270171	IC50	=	 515	III
Gefitinib	BMPR1A	Protein	P36894	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BMPR1A	Protein	P36894	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TAOK3	Protein	Q9H2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 680	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 520	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 480	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 1100	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 230	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 360	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 460	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 2700	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 400	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 780	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 4700	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	=	 2200	III
Gefitinib	ABL1	Protein	P00519	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DMPK	Protein	Q09013	Homo sapiens	BindingDB	18183025	KD	=	 69	III
Gefitinib	DMPK	Protein	Q09013	Homo sapiens	BindingDB	22037378	KD	=	 6900	III
Gefitinib	DMPK	Protein	Q09013	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 6900000	III
Gefitinib	PDGFRA	Protein	P16234	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PDGFRA	Protein	P16234	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK38	Protein	Q15208	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIP4K2C	Protein	Q8TBX8	Homo sapiens	BindingDB	22037378	KD	=	 7500	III
Gefitinib	PTK6	Protein	Q13882	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PTK6	Protein	Q13882	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PDGFRB	Protein	P09619	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	GRK4	Protein	P32298	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	Cell division control protein 2 homolog	Protein	P61075	Plasmodium falciparum (isolate 3D7)	BindingDB	22037378	KD	>	10000	III
Gefitinib	ZAP70	Protein	P43403	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ZAP70	Protein	P43403	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK32C	Protein	Q86UX6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	STK32C	Protein	Q86UX6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SIK3	Protein	Q9Y2K2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K13	Protein	O43283	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PLK2	Protein	Q9NYY3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	WEE1	Protein	P30291	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	WEE1	Protein	P30291	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP2K3	Protein	P46734	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP2K3	Protein	P46734	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	15711537	KD	=	 360	III
Gefitinib	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	18183025	KD	=	 1200	III
Gefitinib	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	22037378	KD	=	 1200	III
Gefitinib	MKNK2	Protein	Q9HBH9	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 1200000	III
Gefitinib	PAK3	Protein	O75914	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PAK3	Protein	O75914	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EIF2AK4	Protein	Q9P2K8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K5	Protein	Q99683	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K5	Protein	Q99683	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SBK1	Protein	Q52WX2	Homo sapiens	BindingDB	22037378	KD	=	 560	III
Gefitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	22037378	KD	=	 1200	III
Gefitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA4	Protein	O75676	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	SBK3	Protein	P0C264	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK1	Protein	P28482	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK1	Protein	P28482	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MYLK3	Protein	Q32MK0	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	RPS6KA2	Protein	Q15349	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EIF2AK2	Protein	P19525	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EIF2AK2	Protein	P19525	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKX	Protein	P51817	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKX	Protein	P51817	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RAF1	Protein	P04049	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RAF1	Protein	P04049	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BRSK1	Protein	Q8TDC3	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BRSK1	Protein	Q8TDC3	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SRPK1	Protein	Q96SB4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SRPK1	Protein	Q96SB4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PIP4K2B	Protein	P78356	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIP4K2B	Protein	P78356	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK7	Protein	Q13164	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK7	Protein	Q13164	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NEK4	Protein	P51957	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKAA1	Protein	Q13131	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKAA1	Protein	Q13131	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP4K5	Protein	Q9Y4K4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	WEE2	Protein	P0C1S8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	22037378	KD	=	 3700	III
Gefitinib	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	18183025	KD	=	 3700	III
Gefitinib	PHKG1	Protein	Q16816	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 3700000	III
Gefitinib	CDC42BPB	Protein	Q9Y5S2	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDC42BPB	Protein	Q9Y5S2	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PIP5K1A	Protein	Q99755	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIP5K1A	Protein	Q99755	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ERBB3	Protein	P21860	Homo sapiens	BindingDB	22037378	KD	=	 790	III
Gefitinib	TNNI3K	Protein	Q59H18	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	TNNI3K	Protein	Q59H18	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CASK	Protein	O14936	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIK3CG	Protein	P48736	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MARK3	Protein	P27448	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MARK3	Protein	P27448	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAPK11	Protein	Q15759	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRPF4B	Protein	Q13523	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	SGK3	Protein	Q96BR1	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FGFR2	Protein	P21802	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	FGFR2	Protein	P21802	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK3	Protein	Q00526	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK3	Protein	Q00526	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MTOR	Protein	P42345	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PIP5K1C	Protein	O60331	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	RPS6KA1	Protein	Q15418	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CAMK1	Protein	Q14012	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CAMK1	Protein	Q14012	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AKT1	Protein	P31749	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AKT1	Protein	P31749	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TNK1	Protein	Q13470	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TNK1	Protein	Q13470	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K10	Protein	Q02779	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MATK	Protein	P42679	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NTRK2	Protein	Q16620	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NTRK2	Protein	Q16620	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	LATS2	Protein	Q9NRM7	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CLK2	Protein	P49760	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CLK2	Protein	P49760	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	IGF1R	Protein	P08069	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	IGF1R	Protein	P08069	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK2	Protein	P51955	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK2	Protein	P51955	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	DYRK1B	Protein	Q9Y463	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DYRK1B	Protein	Q9Y463	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ROS1	Protein	P08922	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	ROS1	Protein	P08922	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	ULK2	Protein	Q8IYT8	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	BRAF	Protein	P15056	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NIM1K	Protein	Q8IY84	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK11	Protein	Q8NG66	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	LCK	Protein	P06239	Homo sapiens	BindingDB	15711537	KD	=	 1100	III
Gefitinib	LCK	Protein	P06239	Homo sapiens	BindingDB	NA_PubChem_aid1433	KD	=	 630000	III
Gefitinib	LCK	Protein	P06239	Homo sapiens	BindingDB	22037378	KD	=	 630	III
Gefitinib	LCK	Protein	P06239	Homo sapiens	BindingDB	18183025	KD	=	 630	III
Gefitinib	PRKCH	Protein	P24723	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKCH	Protein	P24723	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PRKD1	Protein	Q15139	Homo sapiens	BindingDB	22037378	KD	=	 3500	III
Gefitinib	PAK7	Protein	Q9P286	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PAK7	Protein	Q9P286	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K9	Protein	P80192	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K9	Protein	P80192	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NTRK1	Protein	P04629	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NTRK1	Protein	P04629	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AXL	Protein	P30530	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AXL	Protein	P30530	Homo sapiens	BindingDB	22037378	KD	=	 1800	III
Gefitinib	MAP2K4	Protein	P45985	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP2K4	Protein	P45985	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAP3K4	Protein	Q9Y6R4	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHB4	Protein	P54760	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHB4	Protein	P54760	Homo sapiens	BindingDB	22037378	KD	=	 2500	III
Gefitinib	DYRK1A	Protein	Q13627	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK1	Protein	Q96PY6	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	NEK1	Protein	Q96PY6	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PDPK1	Protein	O15530	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PDPK1	Protein	O15530	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PAK4	Protein	O96013	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PAK4	Protein	O96013	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	IKBKB	Protein	O14920	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	MAK	Protein	P20794	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PLK1	Protein	P53350	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PLK1	Protein	P53350	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AURKC	Protein	Q9UQB9	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	AURKC	Protein	Q9UQB9	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AKT2	Protein	P31751	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	AKT2	Protein	P31751	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	NUAK2	Protein	Q9H093	Homo sapiens	BindingDB	22037378	KD	=	 4600	III
Gefitinib	NUAK2	Protein	Q9H093	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CSNK2A1	Protein	P68400	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CSNK2A1	Protein	P68400	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	TRPM6	Protein	Q9BX84	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PKN1	Protein	Q16512	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	PKN1	Protein	Q16512	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK17	Protein	Q00537	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK17	Protein	Q00537	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDC42BPG	Protein	Q6DT37	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDC42BPG	Protein	Q6DT37	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FGFR3	Protein	P22607	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FGFR3	Protein	P22607	Homo sapiens	BindingDB	18183025	KD	>	1	III
Gefitinib	FGFR3	Protein	P22607	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	FGFR3	Protein	P22607	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	DAPK1	Protein	P53355	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	DAPK1	Protein	P53355	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	CDK8	Protein	P49336	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	CDK8	Protein	P49336	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K11	Protein	Q16584	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	MAP3K11	Protein	Q16584	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	EPHB3	Protein	P54753	Homo sapiens	BindingDB	18183025	KD	>	10000	III
Gefitinib	EPHB3	Protein	P54753	Homo sapiens	BindingDB	22037378	KD	>	10000	III
Gefitinib	PRKD3	Protein	O94806	Homo sapiens	BindingDB	18183025	KD	>	10000	III
